Feeling,input
disgust,": marble cybernat🏴󠁧󠁢󠁳󠁣󠁴󠁿 ed "" jonathan, a whole weekend of agreeing with you and feeling revulsion at the actions of the snp leadership. what is the world coming to?"""
disgust,": carrillo ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": ed "" when will people like extinction revulsion admit that population is the cause and it needs reducing fast"""
disgust,": ed ""rt : see, for a long time, white supremacy and by association to it, racism in general was not socially acceptable in anyway. it…"""
disgust,": with a k ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": @🇨🇦 🇵🇸 🇸🇾 🇨🇦 shall we dance? 🍷🐔🍎🍏 ed ""rt : see, for a long time, white supremacy and by association to it, racism in general was not socially acceptable in anyway. it…"""
disgust,": crinstam ed ""see, for a long time, white supremacy and by association to it, racism in general was not socially acceptable in anyway. it was still going on mind you, but it was all very quiet and hush, hush, because normal people literally reacted with revulsion to it. you know, the whole"""
disgust,": - streaming on vimm! ed "" i went back and fired up revulsion for the first time in a while. i can tell you've put a lot of effort into balancing and tweaking the game! nicely done. it's got the right amount of challenge now"""
disgust,": ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": soul boy 🇬🇧 🇺🇸 👻👽🎷 ed "" slavery is alive and well today. we cannot revise history...apologising for it doesn't change history. modern revulsion and choosing to move forward in a better and enlightened manner is what we need. not libtard white bashing."""
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": mendel✍🏻 ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": is pretty bad ed ""conceptions of 'good and bad art' informed by ideology etc... with 'good art' as some sort of transcendental gateway to a better world whilst 'bad art' is anything that inspires revulsion or is not sufficiently high brow or conventionally tasteful. very amusing."""
disgust,": jenkins ed "" this word “hate” is thrown around too recklessly. what i feel is disgust and revulsion toward trump’s behavior. for the man himself, i feel only pity."""
disgust,": singer ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": wright ed ""rt : ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. m…"""
disgust,": ed "" first kejerival stage manages this attack this has been confessed by the accused , his dirty trick will get him any smypathy but revulsion against him since his modus operandi is thoroughly exposed"""
disgust,": pocodaku ed "" apparently i am the one who wallows in cold revulsion."""
disgust,": 『斜陽』""the setting sun"" dazai osamu ed ""my only reaction was one of mild revulsion. i carried the chair back to the porch, sat down, and began to knit."""
disgust,": john ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": @☆ ｅａｓｙ ・ ｒ ☆ ‏ ed ""me: i hate everything. there is nothing in this world that isn't worthy of my revulsion, any part of this stupid society that doesn't fill me with rage. and if i--dice and gentarou: (exist)me:me:me: ...uwu"""
disgust,": barnard ed ""rt : cut it out! hillary clinton laid out chapter and verse against trump! personal revulsion was not the core of her message!…"""
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": rettemnier ed ""rt : cut it out! hillary clinton laid out chapter and verse against trump! personal revulsion was not the core of her message!…"""
disgust,": russia: яйца судьбы (реж. дэвид линч) ed ""rt : ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. m…"""
disgust,": hacker ed "" i don't know if my revulsion is a cultural thing. people from our region are culturally challenged when it comes to gaalis. sometimes i really want to swear at someone, and i feel so damn frustrated, so i get that feeling.😁"""
disgust,": otherkin caucus⌚ ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": palmisano ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": mango stan account ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": john davies (will kill for honours) ed ""rt : parliamentary revulsion is right and expressed so eloquently by the lords this week. every day insists on th…"""
disgust,": van fleet 🌹 ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": 🇨🇦 ed ""rt : cut it out! hillary clinton laid out chapter and verse against trump! personal revulsion was not the core of her message!…"""
disgust,": glicksman ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": bibby ed ""rt : cut it out! hillary clinton laid out chapter and verse against trump! personal revulsion was not the core of her message!…"""
disgust,": (super cool accountant) ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": smith ed "" just revulsion and disgust."""
disgust,": ed ""you guys do not know the feeling that came across my body, it was a mix between shock, discomfort, and revulsion"
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": llorens ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": 𝑭𝑨𝑵 𝑨𝑪𝑪𝑶𝑼𝑵𝑻 ed ""rt : ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. m…"""
disgust,": treloar ed "" oh no! instant pain in forehead and a strong feeling of revulsion with me..."""
disgust,": female existance ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": @🌹msrose🌹 ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": rogers ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": cantos ed ""rt : ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. m…"""
disgust,": ed ""rt : i have a feeling, no one in mr modi's close circle has dared to tell him yet of the cyclonefani scale of disgust and r…"""
disgust,": debrun ed "" “incarcerating -year-old men for  or  years is essentially a life sentence. society will have no expectations of the to be  or -year-old released prisoners; it will view them with distrust and revulsion.”"""
disgust,": ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": ed ""job of stopping people from leaving their country and widespread revulsion. and he did when he couldnt have his military parade we could"""
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": allen ed ""rt : cut it out! hillary clinton laid out chapter and verse against trump! personal revulsion was not the core of her message!…"""
disgust,": ed ""rt : nobody is saying that impropriety or revulsion shouldn't exist. you just should end up with fiv…"""
disgust,": ed "" nobody is saying that impropriety or revulsion shouldn't exist. you just should end up with five across the face or wearing a glass of chardonney rather than going hear ye hear ye and calling people's employers and telling them to unperson themselves from the universe."""
disgust,": labor party ed ""rt : ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. m…"""
disgust,": ed ""rt : cut it out! hillary clinton laid out chapter and verse against trump! personal revulsion was not the core of her message!…"""
disgust,": mayo ed ""rt : ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. m…"""
disgust,": -las chugged🌹 ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": jackass ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": ed "" is hating sudbury on some sort of unspoken canadian culture thing. a group of us traveled there and our border agent experience ranged from suspicion (“you don’t look like you’re going to sudbury”) to revulsion (a horrified “why?”) to empathy (“poor you”)"""
